"","hgnc_symbol","uniprot_gn_id"
"71054","CASP8AP2","A0A096LP21"
"71055","CASP8AP2","A0A087WTW5"
"71056","VN1R46P",""
"71057","GAN","Q9H2C0"
"71058","GAN","A0A0S2Z4W2"
"71059","GAN","A0A0S2Z5G5"
"71060","GAN","A0A3B3ITY2"
"71061","RPS26P3",""
"71062","MORF4L1P7",""
"71063","MGST1","P10620"
"71064","MGST1","A0A024RAX2"
"71065","MGST1","F5H7F6"
"71066","MGST1","F5H6X2"
"71067","MGST1","F5H613"
"71068","MGST1","F5GX73"
"71069","MGST1","F5H760"
"71070","HIGD1AP12",""
"71071","IGHVII-43-1",""
"71072","PTPRD","C9J8S8"
"71073","PTPRD","P23468"
"71074","PTPRD","F5GWR7"
"71075","PTPRD","Q3KPI9"
"71076","PTPRD","C9J6E4"
"71077","MYLIP","Q8WY64"
"71078","MYLIP","Q5TIA5"
"71079","PGCP1",""
"71080","TOPORS","Q9NS56"
"71081","EIF2A","Q9BY44"
"71082","EIF2A","F8WAE5"
"71083","EIF2A","F8WF18"
"71084","EIF2A","C9IZE1"
"71085","EIF2A","F8WAT3"
"71086","EIF2A","H7C5Q4"
"71087","NDUFB6","O95139"
"71088","NDUFB6","A0A087WZX2"
"71089","PTP4A1P7",""
"71090","LINC00221",""
"71091","PAPPA2","Q9BXP8"
"71092","CA5A","P35218"
"71093","CA5A","A0A3B3ITA6"
"71094","CA5A","A0A3B3ITU9"
"71095","CA5A","A0A3B3IRX9"
"71096","NEMP1","O14524"
"71097","NEMP1","G3V5K2"
"71098","FAM223A",""
"71099","SMIM27","A0A1B0GUW7"
"71100","SMIM27","A0A2R8Y3B0"
"71101","SMIM27","A0A1B0GW09"
"71102","SMIM27","A0A286YEC1"
"71103","SMIM27","A0A1B0GV65"
"71104","SMIM27","A0A1W2PRY6"
"71105","ACKR4P1",""
"71106","CR1L","Q2VPA4"
"71107","CR1L","A0A0C4DGF5"
"71108","DFFBP1",""
"71109","ECT2L","Q008S8"
"71110","ECT2L","B7ZBI6"
"71111","PCNX3","Q9H6A9"
"71112","PKMP1",""
"71113","CD46P1",""
"71114","CDCA4P3",""
"71115","TTC1","Q99614"
"71116","TTC1","H0YB37"
"71117","BCAS2","O75934"
"71118","BCAS2","B2R7W3"
"71119","EEF1A1P6",""
"71120","LMO3","Q8TAP4"
"71121","LMO3","F6TDU8"
"71122","LMO3","F5H3S4"
"71123","LMO3","A0A024RAT1"
"71124","LMO3","Q05D86"
"71125","LMO3","F5GZR3"
"71126","LMO3","F5H655"
"71127","LMO3","C9JE61"
"71128","LMO3","F5H4K9"
"71129","LMO3","A0A087WYA2"
"71130","LMO3","F5H4T0"
"71131","LMO3","F5H2N9"
"71132","LMO3","F5GYZ6"
"71133","LINC00888",""
"71134","IL6","P05231"
"71135","IL6","Q75MH2"
"71136","IL6","B4DNV3"
"71137","IL6","B5MCZ3"
"71138","IL6","B5MC14"
"71139","IL6","B5MC21"
"71140","IL6","C9J5B0"
"71141","ATF4P2",""
"71142","KLHL6","Q8WZ60"
"71143","KLHL6","A0A0C4DGF2"
"71144","MTND6P17",""
"71145","CTAG1A","P78358"
"71146","CTAG1A","A0A0A0MTT5"
"71147","MTND5P9",""
"71148","MTND4P8",""
"71149","PWWP2A","Q96N64"
"71150","PWWP2A","H0YC06"
"71151","PWWP2A","H0YC08"
"71152","KLHL6-AS1",""
"71153","SLC39A6","Q13433"
"71154","SLC39A6","K7EQ91"
"71155","MAFA","Q8NHW3"
"71156","CHEK1","O14757"
"71157","CHEK1","E7EPP6"
"71158","CHEK1","E9PRU7"
"71159","CHEK1","E9PQW7"
"71160","CHEK1","E9PJI4"
"71161","CHEK1","A0A087WT52"
"71162","CHEK1","E9PPA5"
"71163","DENND2C","Q68D51"
"71164","MTND3P3",""
"71165","MTCO3P9",""
"71166","MTATP6P9",""
"71167","MTCO2P9",""
"71168","MTCO1P9",""
"71169","STEAP1B","Q6NZ63"
"71170","STEAP1B","C9JE84"
"71171","STEAP1B","C9JL51"
"71172","MRPS17P3",""
"71173","DOC2GP",""
"71174","MTND2P33",""
"71175","MTND1P22",""
"71176","MMP23B","O75900"
"71177","MMP23B","B4DMZ6"
"71178","MMP23B","O75086"
"71179","MMP23B","H0YAE5"
"71180","MMP23B","D6REP6"
"71181","MMP23B","H0YA69"
"71182","MMP23B","J3KRS4"
"71183","CDCA4P4",""
"71184","UGT1A12P",""
"71185","UGT1A11P",""
"71186","CD46","P15529"
"71187","MRPL42P2",""
"71188","ELP2","Q6IA86"
"71189","ELP2","F5GWY6"
"71190","ELP2","K7ER35"
"71191","ELP2","F5GYE9"
"71192","ELP2","H0YFW0"
"71193","ELP2","F5GX79"
"71194","ATP5MGL","Q7Z4Y8"
"71195","CIT","O14578"
"71196","CIT","H0YGG8"
"71197","CIT","F5H4K4"
"71198","CYB5R3","P00387"
"71199","CYB5R3","B1AHF3"
"71200","CDK11B","P21127"
"71201","CDK11B","A0A087WYI9"
"71202","CDK11B","A0A0D9SEN2"
"71203","CDK11B","A0A0D9SEI3"
"71204","CDK11B","A0A0D9SER5"
"71205","CDK11B","A0A087X1I0"
"71206","SELENOT","P62341"
"71207","SELENOT","Q6IAK0"
"71208","SELENOT","A0A087WVA1"
"71209","SELENOT","F8WBD0"
"71210","VTI1BP4",""
"71211","WDR34","Q96EX3"
"71212","WDR34","A2A3F8"
"71213","WDR34","A2A3F9"
"71214","KRT18P63",""
"71215","NCAPG","Q9BPX3"
"71216","NCAPG","D6RA93"
"71217","NCAPG","H0Y9Z8"
"71218","OS9","Q13438"
"71219","OS9","B4E321"
"71220","OS9","F8VWQ2"
"71221","OS9","F8W1V2"
"71222","OS9","F8W0R2"
"71223","OS9","F8VZI7"
"71224","OS9","F8W1N0"
"71225","ZNF276","Q8N554"
"71226","ZNF276","H3BTT0"
"71227","ZNF276","H3BTK0"
"71228","ZNF276","H3BPT7"
"71229","SPTAN1","Q13813"
"71230","SPTAN1","A0A1B0GTB7"
"71231","SPTAN1","A0A0D9SFF6"
"71232","SPTAN1","A0A1B0GV13"
"71233","SPTAN1","A0A0D9SGF6"
"71234","SPTAN1","A0A0D9SF54"
"71235","MRNIP","Q6NTE8"
"71236","MRNIP","B7Z1T6"
"71237","MRNIP","E5RHY8"
"71238","MRNIP","F6UWW1"
"71239","MRNIP","E5RI52"
"71240","MRNIP","E7EMV9"
"71241","MRNIP","E5RJC6"
"71242","MRNIP","A0A087WZ47"
"71243","MRNIP","E5RIJ7"
"71244","MRNIP","E5RHV0"
"71245","MRNIP","E5RIC8"
"71246","MRNIP","F6XPR0"
"71247","MRNIP","E5RK98"
"71248","MRNIP","E5RGF8"
"71249","SUPT16HP1",""
"71250","LCORL","Q8N3X6"
"71251","LCORL","C9JI46"
"71252","LCORL","A0A1B0GVP4"
"71253","LCORL","D6RA10"
"71254","SERP1","Q9Y6X1"
"71255","SERP1","C9JUH5"
"71256","SERP1","C9JSB0"
"71257","FOXP2","O15409"
"71258","FOXP2","Q75MZ5"
"71259","FOXP2","X5D2H2"
"71260","FOXP2","Q8N6B5"
"71261","FOXP2","Q0PRL4"
"71262","FOXP2","A0A0U1RQR8"
"71263","FOXP2","A0A024R752"
"71264","FOXP2","A8MUV4"
"71265","FOXP2","F8WDL6"
"71266","FOXP2","A8MTU2"
"71267","FOXP2","A0A0U1RQY3"
"71268","FOXP2","A0A0U1RQM2"
"71269","FOXP2","C9JQP8"
"71270","FOXP2","A0A0U1RQE0"
"71271","FOXP2","A0A1W2PS63"
"71272","ANKRD42","Q8N9B4"
"71273","ANKRD42","F8W6I9"
"71274","ANKRD42","E9PIL2"
"71275","ANKRD42","E9PKE2"
"71276","ANKRD42","E9PP91"
"71277","ANKRD42","H0YE80"
"71278","ANKRD42","E9PR10"
"71279","VPS9D1-AS1",""
"71280","VPS9D1","Q9Y2B5"
"71281","VPS9D1","H3BM58"
"71282","VPS9D1","H3BNK1"
"71283","ZC3H3","Q8IXZ2"
"71284","ZC3H3","H0YEY2"
"71285","ZC3H3","A0A0J9YYE2"
"71286","ATP5MC1","P05496"
"71287","ATP5MC1","Q6FIH7"
"71288","ATP5MC1","I3L0Y5"
"71289","ATP5MC1","E7EQ97"
"71290","ATP5MC1","E7EPU7"
"71291","ATP5MC1","D6R9H7"
"71292","FEZ1","Q99689"
"71293","FEZ1","E9PNH2"
"71294","PVALEF","A0A1B0GWK0"
"71295","FYN","P06241"
"71296","FYN","E5RHF7"
"71297","FYN","E5RFM6"
"71298","FYN","E5RH71"
"71299","FYN","E5RI25"
"71300","FYN","E5RK23"
"71301","FYN","E5RIX5"
"71302","FYN","E5RFM0"
"71303","FYN","E5RGM6"
"71304","FYN","E5RFS5"
"71305","FYN","E5RHX7"
"71306","FYN","E5RFM4"
"71307","FYN","E5RGT0"
"71308","FYN","E5RJX7"
"71309","CYCSP28",""
"71310","BAIAP2","Q9UQB8"
"71311","BAIAP2","B4DWA1"
"71312","BAIAP2","I3L526"
"71313","BAIAP2","I3L0Y9"
"71314","BAIAP2","I3L4C2"
"71315","BAIAP2","I3L1C8"
"71316","BAIAP2","I3L0M4"
"71317","BAIAP2","I3L327"
"71318","BAIAP2","I3L3C5"
"71319","BAIAP2","I3L113"
"71320","BAIAP2","I3L2J6"
"71321","BAIAP2","I3L3J7"
"71322","BAIAP2","I3L125"
"71323","BAIAP2","I3L2M4"
"71324","BAIAP2","I3L4A3"
"71325","PCF11","O94913"
"71326","PCF11","E9PQ01"
"71327","PCF11","E9PKN0"
"71328","PCF11","E9PNY7"
"71329","PCF11","E9PQF9"
"71330","UBE2Z","Q9H832"
"71331","UBE2Z","D6RB11"
"71332","UBE2Z","I3L286"
"71333","UBE2Z","I3L4C5"
"71334","UBE2Z","I3L3V3"
"71335","MATK","P42679"
"71336","MATK","F1T0G6"
"71337","MATK","K7EQY5"
"71338","MATK","K7EPP2"
"71339","MATK","K7EQV3"
"71340","MATK","K7ENL8"
"71341","MATK","K7ES68"
"71342","MATK","K7ERY4"
"71343","MATK","K7EKS5"
"71344","UGT1A1","P22309"
"71345","UGT1A1","Q5DT03"
"71346","STT3A","P46977"
"71347","STT3A","E9PN73"
"71348","STT3A","E9PI32"
"71349","STT3A","A0A0C4DH80"
"71350","MGAT4B","Q9UQ53"
"71351","MGAT4B","E5RFL0"
"71352","MGAT4B","E5RFS3"
"71353","UGT1A7","Q9HAW7"
"71354","UGT1A7","Q5DSZ7"
"71355","CCDC90B","Q9GZT6"
"71356","CCDC90B","E9PMQ7"
"71357","CCDC90B","J3KN19"
"71358","CCDC90B","E9PNI8"
"71359","CCDC90B","E9PRC2"
"71360","CCDC90B","E9PSG6"
"71361","CCDC90B","E9PKQ5"
"71362","CCDC90B","H0YF06"
"71363","CCDC90B","E9PPJ7"
"71364","PTPRD-AS1",""
"71365","SUMO2P17",""
"71366","UGT1A9","O60656"
"71367","UGT1A9","Q5DSZ5"
"71368","TMEM189","A5PLL7"
"71369","TMEM189","Q5TGE2"
"71370","TMEM189","F8WBY2"
"71371","TMEM189","F8W924"
"71372","ASTN1","B1AJS1"
"71373","RABGGTB","P53611"
"71374","RABGGTB","Q6IB63"
"71375","RABGGTB","Q5T4U8"
"71376","DCAF15","Q66K64"
"71377","DCAF15","K7ENG0"
"71378","TMEM189-UBE2V1","I3L0A0"
"71379","DNAJB3",""
"71380","PODNL1","B7Z3M0"
"71381","PODNL1","K7ERE6"
"71382","PODNL1","K7ESB1"
"71383","PODNL1","K7EPR1"
"71384","PODNL1","K7ER84"
"71385","PODNL1","K7EMV0"
"71386","PODNL1","A0A2U3TZJ2"
"71387","PODNL1","K7EPI2"
"71388","UGT1A4","P22310"
"71389","NPDC1","Q9NQX5"
"71390","NPDC1","Q5SPY9"
"71391","EI24","O14681"
"71392","EI24","B7ZB74"
"71393","EI24","A0A024R3I8"
"71394","EI24","E9PLB8"
"71395","EI24","E9PL33"
"71396","EI24","A0A087WV44"
"71397","EI24","E9PM05"
"71398","EI24","E9PS58"
"71399","EI24","E9PK61"
"71400","CENPI","Q92674"
"71401","CENPI","A0A024RCG4"
"71402","CENPI","Q5JX02"
"71403","CENPI","Q5JX01"
"71404","C9orf139",""
"71405","MUC1","B6ECB5"
"71406","MUC1","Q7Z536"
"71407","MUC1","A6ZIE3"
"71408","MUC1","A6ZIE4"
"71409","MUC1","A0A087WZI8"
"71410","MUC1","A0A087X0L2"
"71411","MUC1","A0A0A0MSH4"
"71412","MUC1","A0A087WVJ0"
"71413","MUC1","A0A0A0MRB3"
"71414","MUC1","A0A087X2A4"
"71415","MUC1","B1AVQ7"
"71416","MUC1","A0A087WZZ6"
"71417","MUC1","A0A087WWM1"
"71418","MUC1","A0A087WWM2"
"71419","MUC1","A0A087X061"
"71420","MUC1","A0A0C4DGW3"
"71421","MUC1","A0A087WTR1"
"71422","FUT7","Q11130"
"71423","POU4F2","Q12837"
"71424","ACADM","P11310"
"71425","ACADM","E9PIX8"
"71426","ACADM","B7Z9I1"
"71427","ACADM","Q5T4U5"
"71428","ACADM","A0A0S2Z366"
"71429","ACADM","E9PQA8"
"71430","ACADM","E9PJM9"
"71431","ACADM","H0YDT5"
"71432","ACADM","E9PLN7"
"71433","ACADM","E9PRX4"
"71434","ABCA2","Q9BZC7"
"71435","ABCA2","H0Y8C9"
"71436","ABCA2","J3QSS3"
"71437","ABCA2","A0A087WXK5"
"71438","ABCA2","E9PGB2"
"71439","ABCA2","A0A096LP90"
"71440","ABCA2","H0Y8E3"
"71441","TBC1D9B","E5RIN2"
"71442","TBC1D9B","Q66K14"
"71443","TBC1D9B","G3V133"
"71444","OGFOD3","Q6PK18"
"71445","OGFOD3","J3QLI8"
"71446","CEP57","Q86XR8"
"71447","CEP57","F5GYW0"
"71448","CEP57","F5GXS6"
"71449","CEP57","F5H6R3"
"71450","CEP57","F5H1B0"
"71451","CEP57","H0YGT4"
"71452","CEP57","F5H0C6"
"71453","CEP57","F5GZ93"
"71454","CEP57","F5H7J4"
"71455","UGT1A6","B5MCT4"
"71456","UGT1A6","P19224"
"71457","UGT1A6","Q5DSZ8"
"71458","UGT1A6","H7C5F8"
"71459","UGT1A6","C9JMY5"
"71460","CD3D","P04234"
"71461","CD3D","E9PMT5"
"71462","CD3D","B0YIY4"
"71463","AFG3L2P1",""
"71464","POTEA",""
"71465","HEXD-IT1",""
"71466","GSN","P06396"
"71467","GSN","Q5T0I0"
"71468","GSN","A0A0A0MT01"
"71469","GSN","A0A0A0MS51"
"71470","GSN","A0A0U1RQL8"
"71471","HEXD","Q8WVB3"
"71472","HEXD","J3QKL0"
"71473","HEXD","J3KRH3"
"71474","HEXD","J3QLN1"
"71475","HEXD","J3QS29"
"71476","HEXD","J3KT84"
"71477","HEXD","J3KTD0"
"71478","HEXD","J3QKU6"
"71479","HEXD","J3KS46"
"71480","PCF11-AS1",""
"71481","LMO7DN",""
"71482","LMO7DN-IT1",""
"71483","LINC00561",""
"71484","PRORSD1P",""
"71485","LINC01034",""
"71486","BRINP2","Q9C0B6"
"71487","KCTD12","Q96CX2"
"71488","KCTD12","A0A140VJM4"
"71489","FAM76B","Q5HYJ3"
"71490","FAM76B","F5H215"
"71491","FAM76B","F5GX09"
"71492","FAM76B","F5H5F4"
"71493","FAM76B","F5H6T9"
"71494","SQSTM1","Q13501"
"71495","SQSTM1","C9J6J8"
"71496","SQSTM1","C9JRJ8"
"71497","SQSTM1","E9PFW8"
"71498","SQSTM1","E7EMC7"
"71499","SQSTM1","D6RBF1"
"71500","SQSTM1","E3W990"
"71501","NUDT8","Q8WV74"
"71502","PCSK6-AS1",""
"71503","PIP5K1A","Q99755"
"71504","PIP5K1A","E9PSF8"
"71505","PIP5K1A","A6PW57"
"71506","PIP5K1A","A2A5X0"
"71507","PIP5K1A","A6PW56"
"71508","PIP5K1A","A6PW58"
"71509","RPL17P11",""
"71510","SOCS5P4",""
"71511","UGT1A8","Q9HAW9"
"71512","UGT1A8","Q5DSZ6"
"71513","LINC01645",""
"71514","TBX10","O75333"
"71515","LINC01741",""
"71516","PCNX1","Q96RV3"
"71517","PCNX1","H0YJ76"
"71518","RPL35AP30",""
"71519","AATK","Q6ZMQ8"
"71520","AATK","H7C175"
"71521","AATK","I3L461"
"71522","AATK","A0A3B3ISX0"
"71523","AATK","I3L360"
"71524","AATK","A0A3B3ISC2"
"71525","AATK","A0A3B3ISA0"
"71526","B3GNTL1","Q67FW5"
"71527","B3GNTL1","I3L232"
"71528","B3GNTL1","I3L4B6"
"71529","B3GNTL1","I3L1A1"
"71530","ACRV1","P26436"
"71531","ACY3","Q96HD9"
"71532","ACY3","A0A024R5L2"
"71533","ACY3","E9PRA7"
"71534","EDIL3","O43854"
"71535","DLSTP1",""
"71536","UGT1A5","P35504"
"71537","UGT1A5","Q5DSZ9"
"71538","BICDL1","Q6ZP65"
"71539","BICDL1","H0YHP2"
"71540","USP32P1",""
"71541","CCDC141","B8ZZB3"
"71542","CCDC141","A0A0A6YYF7"
"71543","CCDC141","C9JR62"
"71544","CYBC1","Q9BQA9"
"71545","CYBC1","J3KS78"
"71546","CYBC1","J3KTI1"
"71547","CYBC1","H0Y2X1"
"71548","CYBC1","A0A024R8W9"
"71549","CYBC1","J3KSB6"
"71550","CYBC1","J3QKZ6"
"71551","CYBC1","J3KTF4"
"71552","CYBC1","J3QRZ2"
"71553","CYBC1","J3QLB7"
"71554","CYBC1","J3QS53"
"71555","CYBC1","J3KSJ5"
"71556","CYBC1","J3QKS6"
"71557","CYBC1","J3QRG5"
"71558","OSTCP4",""
"71559","CFAP46","Q8IYW2"
"71560","PCSK6","P29122"
"71561","PCSK6","A0A0J9YW51"
"71562","PCSK6","H0YMW5"
"71563","PCSK6","H7BXT3"
"71564","PCSK6","A0A087WY68"
"71565","PCSK6","H0Y3Q0"
"71566","PCSK6","A0A087WZR0"
"71567","FABP6","P51161"
"71568","FABP6","H0YB64"
"71569","RGS9","O75916"
"71570","RGS9","A0A1B0GVU3"
"71571","RGS9","J3QL70"
"71572","RGS9","E9PD91"
"71573","UGT1A3","P35503"
"71574","UGT1A3","Q5DT01"
"71575","GALNT5","Q7Z7M9"
"71576","TTN-AS1",""
"71577","UGT1A13P",""
"71578","CCDC144A","A2RUR9"
"71579","CCDC144A","C9JT67"
"71580","CCDC144A","A6NG92"
"71581","CCDC144A","A0A087WSY3"
"71582","CCDC144A","A6NJB5"
"71583","UGT1A10","Q9HAW8"
"71584","UGT1A10","Q5DT02"
"71585","SNX12","Q3SYF1"
"71586","SNX12","A0A087X0R6"
"71587","SLC47A2","Q86VL8"
"71588","SLC47A2","C9JAE6"
"71589","OVGP1","Q12889"
"71590","TBCD","Q9BTW9"
"71591","TBCD","A0A0J9YWI5"
"71592","TBCD","I3L120"
"71593","TBCD","I3L500"
"71594","TBCD","J3KR97"
"71595","TBCD","I3L143"
"71596","TBCD","I3L163"
"71597","TBCD","A0A0J9YXU4"
"71598","TBCD","I3L3H4"
"71599","TBCD","I3L1S3"
"71600","TBCD","I3L439"
"71601","TBCD","I3L0V3"
"71602","TBCD","I3L4D2"
"71603","TBCD","A0A0J9YVR1"
"71604","TBCD","A0A0J9YVU1"
"71605","TBCD","A0A0J9YYG2"
"71606","TBCD","A0A0J9YY08"
"71607","TBCD","I3L131"
"71608","NRF1","Q16656"
"71609","NRF1","A0A024R770"
"71610","NRF1","A0A024R774"
"71611","NRF1","C9JP85"
"71612","AFAP1L2","Q8N4X5"
"71613","AFAP1L2","F6QUH3"
"71614","PPIAP79",""
"71615","LINC00445",""
"71616","RBBP4P6",""
"71617","BANP","Q8N9N5"
"71618","BANP","E9PJI6"
"71619","BANP","E9PIP2"
"71620","BANP","A0A0S2Z5C2"
"71621","BANP","A0A0S2Z5M2"
"71622","BANP","C9J811"
"71623","BANP","C9JYB6"
"71624","BANP","C9JF73"
"71625","BANP","C9JLT2"
"71626","BANP","C9JGM9"
"71627","BANP","C9JTM8"
"71628","BANP","C9JLS0"
"71629","UGT1A2P",""
"71630","SEC16B","Q96JE7"
"71631","SEC16B","U3KQ39"
"71632","SEC16B","E9PK14"
"71633","FAM106C",""
"71634","","C9JT67"
"71635","SRP68P1",""
"71636","UPF3AP1",""
"71637","NOS2P4",""
"71638","NPHP4","O75161"
"71639","NPHP4","D6RA06"
"71640","RFX1","P22670"
"71641","RFX1","K7EIZ8"
"71642","RETREG3","Q86VR2"
"71643","RETREG3","K7EQI9"
"71644","RETREG3","K7EMF4"
"71645","RETREG3","K7ENF4"
"71646","RETREG3","K7EJ34"
"71647","RETREG3","K7ELM8"
"71648","RETREG3","K7ENZ6"
"71649","RETREG3","K7EPD0"
"71650","RETREG3","K7EJ42"
"71651","MAP6","Q96JE9"
"71652","RPS6P2",""
"71653","NRP1","O14786"
"71654","NRP1","E9PEP6"
"71655","NRP1","Q5JWQ6"
"71656","NRP1","Q5JWQ2"
"71657","NRP1","Q5JWQ4"
"71658","NRP1","E7EX60"
"71659","NRP1","Q5T7F0"
"71660","GTF3AP2",""
"71661","PTTG4P",""
"71662","ALDH3A2","P51648"
"71663","ALDH3A2","I3L2W1"
"71664","ALDH3A2","I3L0X1"
"71665","ALDH3A2","J3QRD1"
"71666","ALDH3A2","K7EN73"
"71667","ALDH3A2","I3L1M4"
"71668","ALDH3A2","J3KTG1"
"71669","ALDH3A2","J3QKK9"
"71670","ALDH3A2","I3L4G6"
"71671","LINC01167",""
"71672","LDHAL6FP",""
"71673","LINC01166",""
"71674","TMEM242","Q9NWH2"
"71675","TMEM242","Q5T2S1"
"71676","LINC01168",""
"71677","CRYZL2P-SEC16B",""
"71678","COX6B1P4",""
"71679","HCN3","Q9P1Z3"
"71680","ADRA1A","P35348"
"71681","ADRA1A","B0ZBD3"
"71682","ADRA1A","E7EW16"
"71683","GSG1L2","A8MUP6"
"71684","DHRS7C","A6NNS2"
"71685","DHRS7C","I3NI52"
"71686","TUBG1","P23258"
"71687","TUBG1","K7EIS0"
"71688","TUBG1","K7EKE5"
"71689","SCD5","Q86SK9"
"71690","RAB5A","P20339"
"71691","RAB5A","A0A024R2K1"
"71692","RAB5A","F8WCY6"
"71693","RAB5A","F8WD79"
"71694","CLK2","P49760"
"71695","CLK2","B1AVT0"
"71696","CLK2","A8K7I0"
"71697","FABP5P2",""
"71698","PTPRD-AS2",""
"71699","DNAJC21","Q5F1R6"
"71700","DNAJC21","A0A2R8Y4N5"
"71701","DNAJC21","A0A2R8Y534"
"71702","DNAJC21","A0A2R8Y4Q0"
"71703","DNAJC21","A0A2R8YET8"
"71704","CYP4F22","Q6NT55"
"71705","CRYZL2P",""
"71706","PLA2G12AP1",""
"71707","SAP18P3",""
"71708","PPIAP14",""
"71709","PP2D1","A8MPX8"
"71710","PSMD4","P55036"
"71711","PSMD4","Q5VWC4"
"71712","PSMD4","A6PVX3"
"71713","RLN3","Q8WXF3"
"71714","RLN3","K7ENX1"
"71715","ARHGAP19-SLIT1",""
"71716","ORC1","Q13415"
"71717","PKLR","P30613"
"71718","PKLR","F8W6W2"
"71719","PKLR","A0A0G2JLC7"
"71720","LINC02084",""
"71721","ARHGAP19","Q14CB8"
"71722","ARHGAP19","R4GNI4"
"71723","RAB14","P61106"
"71724","RAB14","A0A024R845"
"71725","RAB14","X6RFL8"
"71726","RAB35","Q15286"
"71727","RAB35","F5H7F8"
"71728","RAB35","F5H157"
"71729","ATP7B","P35670"
"71730","ATP7B","B7ZLR4"
"71731","ATP7B","A0A024RDX3"
"71732","ATP7B","A0A0U1RQY8"
"71733","ATP7B","F5H748"
"71734","ATP7B","F5H562"
"71735","ATP7B","E7ET55"
"71736","IMP3P1",""
"71737","GSN-AS1",""
"71738","LINC01892",""
"71739","AKAP8P1",""
"71740","COX10","Q12887"
"71741","COX10","J3KSJ3"
"71742","COX10","H7C101"
"71743","COX10","J3KRW4"
"71744","HNRNPA1P15",""
"71745","ADGRA1-AS1",""
"71746","ERMN","Q8TAM6"
"71747","ERMN","B4DIZ1"
"71748","ERMN","B8ZZ94"
"71749","ERMN","C9JN04"
"71750","ERMN","C9J6B4"
"71751","ERMN","C9J8X3"
"71752","ERMN","F8WAQ2"
"71753","BTF3P11",""
"71754","MAPKAP1","Q9BPZ7"
"71755","MAPKAP1","A0A024R863"
"71756","MAPKAP1","H0Y866"
"71757","MAPKAP1","E9PGB8"
"71758","MAPKAP1","B1AMA5"
"71759","MAPKAP1","B1AMB1"
"71760","MAPKAP1","B1AMB2"
"71761","MAPKAP1","B1AMA6"
"71762","ADGRA1","Q86SQ6"
"71763","ACOD1","A6NK06"
"71764","ACOD1","H7C1Q4"
"71765","ABCD2","Q9UBJ2"
"71766","SINHCAFP1",""
"71767","TAF4B","Q92750"
"71768","TAF4B","J3KTH2"
"71769","AMPD1","P23109"
"71770","AMPD1","A0A1B0GTL6"
"71771","SLIT1","O75093"
"71772","SLIT1","Q5T0V0"
"71773","SLIT1","Q5T0V2"
"71774","SLIT1","Q5T0V4"
"71775","RPL22P14",""
"71776","ANKRD40","Q6AI12"
"71777","ANKRD40","A8IK34"
"71778","ANKRD40","K7ERW4"
"71779","GCN1",""
"71780","RNMT","O43148"
"71781","RNMT","K7EPP5"
"71782","RNMT","K7EP06"
"71783","IL27RA","Q6UWB1"
"71784","COX10-AS1",""
"71785","RPL39P18",""
"71786","MID2","Q9UJV3"
"71787","MID2","A6PVI4"
"71788","GMPR","P36959"
"71789","MOGAT2","Q3SYC2"
"71790","ELOCP28",""
"71791","GNG7","O60262"
"71792","GNG7","K7ESC6"
"71793","BOD1P2",""
"71794","CDRT15P1",""
"71795","AKAIN1","P0CW23"
"71796","AKAIN1","J3KS16"
"71797","PA2G4P2",""
"71798","NRAS","P01111"
"71799","NRAS","Q5U091"
"71800","JKAMPP1",""
"71801","CTAG1B","P78358"
"71802","RPL7P44",""
"71803","LINC01722",""
"71804","ZNF687-AS1",""
"71805","LINC01723",""
"71806","CASP5","P51878"
"71807","CASP5","C9JF14"
"71808","SLC39A14","Q15043"
"71809","SLC39A14","A0A0S2Z534"
"71810","SLC39A14","E5RIP4"
"71811","SLC39A14","E5RJ40"
"71812","SLC39A14","E5RGA7"
"71813","SLC39A14","E5RFF5"
"71814","SLC39A14","E5RFZ8"
"71815","SLC39A14","E5RJG5"
"71816","SLC39A14","E5RFT1"
"71817","LARP4","Q71RC2"
"71818","LARP4","Q96J85"
"71819","LARP4","Q8TBL5"
"71820","LARP4","F8VXL0"
"71821","LARP4","F8VSA9"
"71822","LARP4","X6RLN4"
"71823","LARP4","F8VZ60"
"71824","LARP4","E5RJH8"
"71825","LARP4","E5RHZ8"
"71826","LARP4","F8VY40"
"71827","LARP4","A0A087WTL9"
"71828","LARP4","F8VNV1"
"71829","LARP4","F8W1I4"
"71830","LARP4","F8W1Z5"
"71831","PI4KB","Q9UBF8"
"71832","PI4KB","A0A0A0MSL0"
"71833","PI4KB","A0A0B4J1S8"
"71834","PI4KB","E9PL47"
"71835","PI4KB","H0YCW3"
"71836","PI4KB","A6PVV8"
"71837","PI4KB","F8W860"
"71838","RP1","P56715"
"71839","RP1","A0A1B0GTV9"
"71840","RP1","A0A1B0GUH0"
"71841","LRP1","Q07954"
"71842","LRP1","Q7Z7K9"
"71843","LRP1","Q6PJ72"
"71844","LRP1","H0YJ88"
"71845","CCDC112","Q8NEF3"
"71846","CCDC112","D6RF76"
"71847","LINC02182",""
"71848","VILL","O15195"
"71849","VILL","D6R9H2"
"71850","VILL","E9PFV5"
"71851","VILL","C9JUR8"
"71852","ZNF469","H3BS19"
"71853","EOMES","O95936"
"71854","HTR4","Q13639"
"71855","HTR4","A0A2D3FAF9"
"71856","HTR4","E5RK45"
"71857","HTR4","E5RHV8"
"71858","SAT1","P21673"
"71859","SAT1","E9PD37"
"71860","SAT1","A6NM56"
