"","hgnc_symbol","uniprot_gn_id"
"821","RPS21","Q6FGH5"
"822","RPL9P25",""
"823","SRMS","Q9H3Y6"
"824","MCM10","Q7L590"
"825","MCM10","Q5T670"
"826","MCM10","C9J600"
"827","RNF5","Q99942"
"828","RNF5","A0A024RCQ4"
"829","RNF5","A0A140TA09"
"830","TIPIN","Q9BVW5"
"831","TIPIN","H3BQ83"
"832","TIPIN","H3BVG9"
"833","TIPIN","H3BU04"
"834","TIPIN","H3BTH1"
"835","CHEK2P2",""
"836","TUBB1P2",""
"837","RMND5A","Q9H871"
"838","DEFB125","Q8N687"
"839","OTUB1","Q96FW1"
"840","OTUB1","F5H3F0"
"841","OTUB1","F5GYN4"
"842","OTUB1","F5H4F3"
"843","OTUB1","F5GYJ8"
"844","OTUB1","J3KR44"
"845","OTUB1","F5H6Q1"
"846","KCNIP3","Q9Y2W7"
"847","KCNIP3","A0A0A0MRH3"
"848","KCNIP3","A0A024RE22"
"849","MUC4","A0A0G2JPA4"
"850","MUC4","A0A0G2JLU8"
"851","MUC4","A0A0G2JR46"
"852","MUC4","E7EQG8"
"853","MUC4","A0A0G2JN54"
"854","MUC4","E7ERK0"
"855","MUC4","A0A0G2JM16"
"856","MUC4","E7ENC5"
"857","MUC4","A0A0G2JSC3"
"858","MUC4","A0A0G2JNL3"
"859","MUC4","A0A0G2JRD8"
"860","MUC4","A0A0G2JNG3"
"861","MUC4","E7EW47"
"862","MUC4","A0A0G2JRY3"
"863","MUC4","A0A0G2JS65"
"864","MUC4","A0A0G2JQK9"
"865","MUC4","E9PDY6"
"866","MUC4","E7ETT5"
"867","MUC4","A0A0G2JRS2"
"868","MUC4","A0A0G2JQI2"
"869","MUC4","A0A0G2JRJ6"
"870","MUC4","E7EUL9"
"871","MUC4","A0A0G2JR97"
"872","MUC4","E7EWN1"
"873","MUC4","E7EQT2"
"874","MUC4","A0A0G2JRU8"
"875","CT47A11","Q5JQC4"
"876","LYZL1","Q6UWQ5"
"877","LYZL1","A0A080YUZ8"
"878","LYZL1","H0YDZ2"
"879","ATP5PBP2",""
"880","ELF4","Q99607"
"881","ELF4","A0A087WU18"
"882","ELF4","B1AL80"
"883","RNF103","O00237"
"884","DEFB126","Q9BYW3"
"885","CT47A10","Q5JQC4"
"886","MED6P1",""
"887","SLC6A8","P48029"
"888","SLC6A8","X5D9C4"
"889","SLC6A8","H7C0F5"
"890","SLC6A8","H7C1I2"
"891","GRPEL2P3",""
"892","PLEKHG4B","Q96PX9"
"893","PLEKHG4B","Q96HN1"
"894","PLEKHG4B","A0A1B0GW72"
"895","TLX2","F1T0F2"
"896","TLX2","O43763"
"897","EN1","Q05925"
"898","COX19","Q49B96"
"899","COX19","F8WEL9"
"900","NOL4L-DT",""
"901","NOL4L","Q96MY1"
"902","NOL4L","Q5JYB6"
"903","NOL4L","Q5JYC0"
"904","NOL4L","A0A087WTU5"
"905","NOL4L","A0A087X0N3"
"906","NOL4L","A0A1W2PQU1"
"907","RPLP2P1",""
"908","BAZ1B","Q9UIG0"
"909","OR2W4P",""
"910","CCND3","P30281"
"911","CCND3","D6RI00"
"912","CCND3","Q5T8J1"
"913","CCND3","D6RDL3"
"914","CCND3","H0Y8M4"
"915","CCND3","D6RIX2"
"916","CCND3","D6RDF8"
"917","IQCB2P",""
"918","IGHVII-65-1",""
"919","LINC02513",""
"920","TRBV7-5",""
"921","KRTAP1-3",""
"922","NLRP14","Q86W24"
"923","IGHV3-66","A0A0C4DH42"
"924","TRBV5-5","A0A597"
"925","TRBV5-5","A0A0J9YX44"
"926","MBD3L5","A6NJ08"
"927","IGHV1-67",""
"928","SLC20A1P1",""
"929","IGHVII-67-1",""
"930","SRD5A3","Q9H8P0"
"931","SRD5A3","H0Y9P9"
"932","IGHVIII-67-2",""
"933","KRTAP1-1","Q07627"
"934","IGHVIII-67-3",""
"935","SUMO2P1",""
"936","TUBB4A","P04350"
"937","TUBB4A","M0QZL7"
"938","TUBB4A","M0R0M1"
"939","TUBB4A","M0QY85"
"940","TUBB4A","M0R2D3"
"941","TUBB4A","M0R0X0"
"942","TUBB4A","M0R278"
"943","TUBB4A","M0QX14"
"944","TUBB4A","M0QYM7"
"945","TUBB4A","M0R2T4"
"946","TUBB4A","M0QY37"
"947","TUBB4A","M0R1I1"
"948","TUBB4A","M0R042"
"949","HLA-E","P13747"
"950","HLA-E","Q6DU50"
"951","ZNF259P1",""
"952","KRTAP2-1","Q9BYU5"
"953","KRTAP2-1","F5H1T9"
"954","TAMM41","B4E101"
"955","TAMM41","Q96BW9"
"956","TAMM41","G3V0F3"
"957","TAMM41","A0A0G2JQ92"
"958","CT47A9","Q5JQC4"
"959","SLC6A11","P48066"
"960","ARMH3","Q5T2E6"
"961","ARMH3","Q5T2E8"
"962","ARMH3","Q5T2E7"
"963","CCR8","P51685"
"964","CCR8","C9JIP9"
"965","MBD3L4","A6NDZ8"
"966","RNF103-CHMP3","A0A140T963"
"967","LDLRAD3","Q86YD5"
"968","LDLRAD3","E9PR86"
"969","LENG8","Q96PV6"
"970","LENG8","A0A024R4R9"
"971","LENG8","B0VJY8"
"972","LENG8","H7BZP5"
"973","LENG8","E7EWC7"
"974","LENG8","A0A087WUE4"
"975","LENG8","A0A0G2JPW6"
"976","LENG8","C9JMY0"
"977","LENG8","C9J1N5"
"978","LENG8","A0A0G2JN70"
"979","KRTAP2-3","P0C7H8"
"980","MBD3L2","Q8NHZ7"
"981","CHMP3","Q9Y3E7"
"982","SRD5A3-AS1",""
"983","AMTN","Q6UX39"
"984","AMTN","F1T0L8"
"985","EEF1A1P24",""
"986","SPACA7","Q5T8L4"
"987","SPACA7","Q96KW9"
"988","SPACA7","Q5T8L5"
"989","SPACA7","Q5T8L6"
"990","FCF1P8",""
"991","DEFB127","Q9H1M4"
"992","SLC25A38","Q96DW6"
"993","SLC25A38","A0A024R2L5"
"994","SLC25A38","C9JT44"
"995","SLC25A38","A0A2R8YD83"
"996","SLC25A38","A0A2R8Y553"
"997","SLC25A38","A0A2R8Y427"
"998","SLC25A38","A0A2R8Y823"
"999","SLC25A38","A0A2R8YE85"
"1000","SLC25A38","A0A3B3IT77"
"1001","OR1F12",""
"1002","OR2B7P",""
"1003","RPL12P31",""
"1004","DEFB128","Q7Z7B8"
"1005","BTF3L4P2",""
"1006","NSG2","Q9Y328"
"1007","NSG2","G3XAM5"
"1008","NSG2","E5RGE8"
"1009","NSG2","E5RH73"
"1010","NSG2","E5RHS6"
"1011","TANC1","Q9C0D5"
"1012","UBL7","Q96S82"
"1013","UBL7","H3BUV9"
"1014","UBL7","H3BSE0"
"1015","UBL7","H3BV23"
"1016","SPATA25","Q9BR10"
"1017","OR2B8P",""
"1018","ZSCAN12P1",""
"1019","DHFRP2",""
"1020","ZSCAN16","Q9H4T2"
"1021","SAPCD1","Q5SSQ6"
"1022","SAPCD1","A0A0G2JH42"
"1023","OPRL1","P41146"
"1024","FLRT1",""
"1025","OR2W2P",""
"1026","ZNF602P",""
"1027","ZNF165","P49910"
"1028","ZNF165","Q53Z40"
"1029","BCL11A","Q9H165"
"1030","BCL11A","A0A2R8Y2E8"
"1031","BCL11A","D9YZV9"
"1032","BCL11A","A0A2R8YEK1"
"1033","BCL11A","D6W5D9"
"1034","BCL11A","A0A2R8YDW6"
"1035","BCL11A","A0A2R8YGT9"
"1036","BCL11A","A0A2R8YHH4"
"1037","BCL11A","A0A0J9YYJ9"
"1038","BCL11A","A0A2R8Y7B0"
"1039","BCL11A","A0A2U3TZJ5"
"1040","BCL11A","A0A0J9YXG2"
"1041","BCL11A","A0A2R8YCR5"
"1042","TIMM22","Q9Y584"
"1043","MACROD1","Q9BQ69"
"1044","RPS9","P46781"
"1045","RPS9","F2Z3C0"
"1046","RPS9","B5MCT8"
"1047","RPS9","C9JM19"
"1048","RPS9","A8MXK4"
"1049","FABP7P2",""
"1050","RAF1P1",""
"1051","TRBV6-7","A0A0A0MS04"
"1052","MSH5-SAPCD1","A0A024RCV8"
"1053","MSH5-SAPCD1","A0A0G2JJ70"
"1054","TMED3","Q9Y3Q3"
"1055","TMED3","G3V1J9"
"1056","TMED3","A0A140VKD1"
"1057","TMED3","F5H4M7"
"1058","ABR","Q12979"
"1059","ABR","I3L2C0"
"1060","ABR","I3L2P5"
"1061","ABR","I3L259"
"1062","ABR","I3L3W0"
"1063","ABR","A0A0G2JQ41"
"1064","ABR","B7Z683"
"1065","ABR","A0A0G2JRC2"
"1066","ABR","I3L2L3"
"1067","ABR","I3L1U8"
"1068","ABR","A0A0G2JQB5"
"1069","ABR","A0A1C7CYZ0"
"1070","ABR","I3L4Y1"
"1071","ABR","A0A0G2JQT5"
"1072","ABR","A0A0G2JQM3"
"1073","ABR","A0A0G2JSE0"
"1074","ABR","A0A0G2JRJ1"
"1075","ABR","A0A0D9SGD7"
"1076","ABR","A0A0G2JRW2"
"1077","KRT18P17",""
"1078","TRBV7-6","A0A1B0GX31"
"1079","TRBV7-6","A0A0J9YX20"
"1080","HNRNPA1P21",""
"1081","ZSCAN16-AS1",""
"1082","IGHVIII-67-4",""
"1083","IGHV1-68",""
"1084","TRBV5-6","A0A599"
"1085","B4GALT1-AS1",""
"1086","COMMD4","Q9H0A8"
"1087","COMMD4","A0A0B4J287"
"1088","COMMD4","H3BTV9"
"1089","COMMD4","H3BRX0"
"1090","COMMD4","H3BQF2"
"1091","COMMD4","H3BM91"
"1092","COMMD4","H3BPG2"
"1093","TRBV6-8","A0A0A6YYG3"
"1094","TRBV6-8","A0A0J9YYI7"
"1095","ALDH3B2","P48448"
"1096","ALDH3B2","E9PJV0"
"1097","ALDH3B2","E9PKY9"
"1098","KRTAP2-4","Q9BYR9"
"1099","TRBV7-7","A0A0K0K1E9"
"1100","LENG9","Q96B70"
"1101","LENG9","A0A087WVD1"
"1102","B4GALT1","P15291"
"1103","B4GALT1","Q86XA6"
"1104","LINC01259",""
"1105","TRBV5-7","A0A0A0MS05"
"1106","KRTAP2-5P",""
"1107","TRBV7-9","P04435"
"1108","TRBV7-9","A0A0J9YWB2"
"1109","LINC01258",""
"1110","DENND4C","Q5VZ89"
"1111","DENND4C","X6R5W5"
"1112","LINC02569",""
"1113","LINC02278",""
"1114","CALR","P27797"
"1115","CALR","V9HW88"
"1116","CALR","K7EJB9"
"1117","TRBV13","A0A0A6YYD4"
"1118","FAM224B",""
"1119","TRBV10-3","A0A0K0K1G6"
"1120","ZMYND11","Q15326"
"1121","ZMYND11","B7Z2J6"
"1122","ZMYND11","J3QKD2"
"1123","ZMYND11","A0A0A0MRY2"
"1124","ZMYND11","E7ENI9"
"1125","ZMYND11","B0QZE2"
"1126","ZMYND11","E9PE09"
"1127","ZMYND11","E7EV75"
"1128","CLUHP1",""
"1129","PNCK","Q6P2M8"
"1130","PNCK","C9J2B9"
"1131","PNCK","F8WBU7"
"1132","PNCK","C9JEC5"
"1133","PNCK","C9J8P0"
"1134","PNCK","C9JJ18"
"1135","PNCK","F8WAQ5"
"1136","PNCK","C9JB09"
"1137","PDCD6IPP1",""
"1138","TRBV11-3","A0A5A6"
"1139","TAF9P1",""
"1140","TRBV12-3","P01733"
"1141","ST13P13",""
"1142","MINAR1","Q9UPX6"
"1143","MINAR1","H0YNN7"
"1144","TRBV12-4","A0A0B4J2E0"
"1145","TRBV12-4","A0A1B0GX12"
"1146","HNRNPA0","Q13151"
"1147","MARCO","Q9UEW3"
"1148","MARCO","Q4ZG40"
"1149","MARCO","C9JKT8"
"1150","RPEL1","Q2QD12"
"1151","PITPNA-AS1",""
"1152","GSTM3P2",""
"1153","DENND11","A4D1U4"
"1154","DENND11","C9J7X6"
"1155","GUCY2EP",""
"1156","TRBV12-5","A0A1B0GX78"
"1157","TRBV12-5","A0A0J9YY10"
"1158","CDKL1",""
"1159","IL15RA","Q13261"
"1160","IL15RA","K9N1J3"
"1161","IL15RA","K9N2Q6"
"1162","IL15RA","K9N2S2"
"1163","IL15RA","K9N163"
"1164","IL15RA","E9PQ64"
"1165","IL15RA","E7ETI1"
"1166","IL15RA","A0A0A0MS77"
"1167","IL15RA","Q5JVA3"
"1168","TRBV14","A0A5B0"
"1169","PITPNA","Q00169"
"1170","PITPNA","V9HWC5"
"1171","PITPNA","F5GWE5"
"1172","PITPNA","I3L4U7"
"1173","PITPNA","I3L4C0"
"1174","PITPNA","I3L459"
"1175","PITPNA","I3L3W1"
"1176","PITPNA","I3L2X8"
"1177","PITPNA","I3NI10"
"1178","PITPNA","I3L471"
"1179","TRBV15","A0A087WZ39"
"1180","COX8A","P10176"
"1181","COX8A","Q53XN1"
"1182","CDY5P",""
"1183","LINC02321",""
"1184","TXNP7",""
"1185","TRBV16","A0A087WV62"
"1186","PCSK7","Q16549"
"1187","PCSK7","Q6PK65"
"1188","PCSK7","E9PMC0"
"1189","PCSK7","A0A1B0GX40"
"1190","PCSK7","E9PLM0"
"1191","PCSK7","E9PIW7"
"1192","TRBV17","A0A087X0K7"
"1193","INA","Q16352"
"1194","PNLIPRP1","P54315"
"1195","PNLIPRP1","E9PMA6"
"1196","PNLIPRP1","E9PRT6"
"1197","PNLIPRP1","E7EX42"
"1198","PNLIPRP1","E9PJC9"
"1199","PNLIPRP1","E9PR20"
"1200","PNLIPRP1","E9PMX6"
"1201","PNLIPRP1","H0YDY1"
"1202","AGK","Q53H12"
"1203","AGK","A4D1U5"
"1204","AGK","E9PG39"
"1205","AGK","F8WDD1"
"1206","AGK","A0A3B3ISY9"
"1207","AGK","A0A3B3ITD0"
"1208","AGK","E9PC15"
"1209","AGK","A0A0G2JLG5"
"1210","AGK","A0A3B3ISZ0"
"1211","AGK","A0A3B3ITX7"
"1212","AGK","A0A3B3IRM6"
"1213","AGK","A0A3B3IUC9"
"1214","AGK","A0A0G2JLD0"
"1215","AGK","A0A3B3IS09"
"1216","AGK","A0A3B3ITV0"
"1217","IGHV1-69","P01742"
"1218","MUC12","Q9UKN1"
"1219","MUC12","H7BXN1"
"1220","KCTD9P1",""
"1221","CCDC144CP",""
"1222","AKR1B1P3",""
"1223","PROC","P04070"
"1224","PROC","F2Z2A0"
"1225","PROC","E7END6"
"1226","PROC","E7EU72"
"1227","PROC","E7EVH6"
"1228","PROC","E7ENR9"
"1229","SOX6","P35712"
"1230","SOX6","E9PQL4"
"1231","SOX6","E9PQ78"
"1232","SOX6","E9PN02"
"1233","SOX6","E9PQ67"
"1234","NPBWR2","P48146"
"1235","SEMA3A","Q14563"
"1236","SEMA3A","C9JD25"
"1237","SEMA3A","A0A0C4DG50"
"1238","SEMA3A","C9J9C4"
"1239","UPF3AP2",""
"1240","ACTG1P24",""
"1241","LILRB3","O75022"
"1242","LILRB3","F8WD89"
"1243","LILRB3","A0A0G2JN08"
"1244","LILRB3","A0A0G2JNB3"
"1245","LILRB3","A0A0G2JPG2"
"1246","LILRB3","A0A0G2JN67"
"1247","LILRB3","A0A0G2JPI7"
"1248","LILRB3","A0A0G2JM46"
"1249","LILRB3","A0A0G2JMM1"
"1250","LILRB3","A0A0G2JMZ3"
"1251","LILRB3","A0A0G2JLU2"
"1252","LILRB3","A0A0G2JLT7"
"1253","LILRB3","F8W6G6"
"1254","LILRB3","A0A0G2JPK5"
"1255","LILRB3","A0A0G2JNW3"
"1256","LILRB3","C9JWL8"
"1257","SPECC1","Q5M775"
"1258","SPECC1","A0A024QYY9"
"1259","SPECC1","J3QS22"
"1260","SPECC1","J3QKL1"
"1261","SPECC1","J3KRB9"
"1262","SPECC1","J3KRD8"
"1263","SPECC1","J3QRQ9"
"1264","SPECC1","J3QSD6"
"1265","SPECC1","J3KTI9"
"1266","SPECC1","J3KS18"
"1267","SPECC1","J3QQM0"
"1268","MYOT","B4DT68"
"1269","MYOT","A0A0C4DFM5"
"1270","HPS6","Q86YV9"
"1271","C6orf118","Q5T5N4"
"1272","WASF5P",""
"1273","USP8P1",""
"1274","NRG2","O14511"
"1275","NRG2","F5GZS7"
"1276","HLA-C","P04222"
"1277","HLA-C","Q9TNN7"
"1278","HLA-C","Q29963"
"1279","HLA-C","P10321"
"1280","HLA-C","A0A0G2JH50"
"1281","HLA-C","O19617"
"1282","HLA-C","Q5QT33"
"1283","HLA-C","Q6R739"
"1284","HLA-C","Q53YP1"
"1285","HLA-C","Q5RIP0"
"1286","HLA-C","A2BF26"
"1287","HLA-C","A0A0G2JKJ1"
"1288","HLA-C","O78179"
"1289","HLA-C","A0A0G2JIF0"
"1290","HLA-C","A0A0G2JPT2"
"1291","HLA-C","A0A140T9M0"
"1292","HLA-C","A0A1W2PNZ7"
"1293","HLA-C","A0A1W2PS56"
"1294","HLA-C","A0A140T912"
"1295","HLA-C","A0A140T9W2"
"1296","HLA-C","A0A1W2PP77"
"1297","HLA-C","A0A1W2PRZ0"
"1298","HLA-C","A0A1W2PR11"
"1299","HLA-C","A0A140T9J9"
"1300","HLA-C","A0A1W2PRX1"
"1301","HLA-C","A0A1W2PRU9"
"1302","HLA-C","A0A140TA19"
"1303","HLA-C","A0A140T921"
"1304","HLA-C","A0A140T9H5"
"1305","HLA-C","A0A140T9B3"
"1306","HLA-C","A0A140T9U8"
"1307","HLA-C","A0A140TA12"
"1308","HLA-C","A0A140TA03"
"1309","HLA-C","A0A140TA05"
"1310","HLA-C","A0A140T937"
"1311","HLA-C","A0A140T9Z7"
"1312","HLA-C","A0A140T9U0"
"1313","HLA-C","A2AEA2"
"1314","HLA-C","A0A140T962"
"1315","HLA-C","F8W9Z8"
"1316","HLA-C","A0A0G2JPB1"
"1317","HLA-C","A0A140T930"
"1318","HLA-C","A0A140T9Z4"
"1319","TEKT4P2",""
"1320","UBE2V1P14",""
"1321","MMS19","Q96T76"
"1322","MMS19","H7C0A9"
"1323","MMS19","Q5T454"
"1324","MMS19","F8WCH8"
"1325","MMS19","B0QZ77"
"1326","MMS19","H7C1W5"
"1327","DMAC2L","Q99766"
"1328","DMAC2L","A0A2R8YDJ1"
"1329","","A0A140TA64"
"1330","CCDC173","Q0VFZ6"
"1331","CCDC173","C9J9F8"
"1332","CCDC173","C9JQ25"
"1333","CHL1","O00533"
"1334","CHL1","A0A087X0M8"
"1335","CHL1","F8WEP4"
"1336","CHL1","C9JEY3"
"1337","CHL1","C9JH37"
"1338","CHL1","C9JW79"
"1339","CHL1","C9J905"
"1340","ESCO1","Q5FWF5"
"1341","ESCO1","A0A024RC19"
"1342","ESCO1","A0A0C4DH04"
"1343","","A0A0G2JLE6"
"1344","","A0A0G2JPP1"
"1345","NIPA1","Q7RTP0"
"1346","NIPA1","H0YMY7"
"1347","NIPA1","A0A024R344"
"1348","KRTAP4-16","G5E9R7"
"1349","MESTP1",""
"1350","KRTAP4-9","Q9BYQ8"
"1351","KRTAP4-9","A0A0G2JLF9"
"1352","KRTAP4-9","A0A087X0S9"
"1353","KRTAP4-11","Q9BYQ6"
"1354","PRYP1",""
"1355","KRTAP4-12","Q9BQ66"
"1356","ZDHHC20P2",""
"1357","ACTG1P2",""
"1358","LAMA2","P24043"
"1359","LAMA2","A0A087WYF1"
"1360","LAMA2","A0A087WX80"
"1361","","A0A494C103"
"1362","KRTAP29-1","A8MX34"
"1363","AFF2","P51816"
"1364","C10orf120","Q5SQS8"
"1365","SAPCD1-AS1",""
"1366","CLIC1","O00299"
"1367","CLIC1","Q5SRT3"
"1368","HLA-S",""
"1369","RDH10","Q8IZV5"
"1370","RDH10","A0A024R7X6"
"1371","RDH10","E5RHJ9"
"1372","RDH10","E5RK48"
"1373","FAM13B","Q9NYF5"
"1374","FAM13B","A0A2X0SG06"
"1375","FAM13B","D6RBJ3"
"1376","FAM13B","D6RCA0"
"1377","FAM13B","D6RAT6"
"1378","FAM13B","D6RE97"
"1379","FAM13B","D6RDL7"
"1380","KRTAP9-10P",""
"1381","RPS12P20",""
"1382","SPINK4","O60575"
"1383","SPINK4","V9HWG8"
"1384","SPINK4","Q5VZE7"
"1385","CMYA5","Q8N3K9"
"1386","ARAP1","Q96P48"
"1387","ARAP1","E7EU13"
"1388","ARAP1","F5GWQ2"
"1389","ARAP1","F8WBT0"
"1390","ARAP1","A0A0A0MSJ2"
"1391","ARAP1","F5GWN4"
"1392","IGHV2-70D","A0A0C4DH43"
"1393","RPL7","P18124"
"1394","RPL7","A8MUD9"
"1395","RPL7","C9JZ88"
"1396","RPL7","C9JIJ5"
"1397","UTRN","P46939"
"1398","UTRN","A0A0D9SG57"
"1399","UTRN","Q5T097"
"1400","UTRN","Q5JT49"
"1401","UTRN","Q5SYY2"
"1402","UTRN","Q5JT44"
"1403","UTRN","Q5JT45"
"1404","UTRN","Q5T098"
"1405","UTRN","A0A0A0MSM3"
"1406","IGHV3-69-1",""
"1407","HLA-DOA","P06340"
"1408","HLA-DOA","X5CF87"
"1409","HLA-DOA","A0A1V0E3S6"
"1410","HLA-DOA","A0A1V0E3Q8"
"1411","HLA-DOA","A0A140T9G1"
"1412","HLA-DOA","A0A140T9J7"
"1413","HLA-DOA","A0A1V0E3R8"
"1414","HLA-DOA","A0A140T8X4"
"1415","HLA-DOA","A0A1V0E3Q1"
"1416","HLA-DOA","A0A1V0E3N6"
"1417","HLA-DOA","A0A1V0E3Q3"
"1418","HLA-DOA","A0A140T9F9"
"1419","HLA-DOA","A0A1V0E3P3"
"1420","HLA-DOA","A0A1V0E3S4"
"1421","HLA-DOA","A0A1V0E3P8"
"1422","HLA-DOA","A0A1V0E3R4"
"1423","HLA-DOA","A0A1V0E3R0"
"1424","HLA-DOA","A0A1V0E3N7"
"1425","HLA-DOA","A0A1V0E3Q4"
"1426","HLA-DOA","A0A1V0E3N1"
"1427","HLA-DOA","A0A1V0E3N3"
"1428","HLA-DOA","F6WU08"
"1429","HLA-DOA","A0A1V0E3Q7"
"1430","HLA-DOA","A0A1V0E3R3"
"1431","HLA-DOA","A0A140T9G3"
"1432","HLA-DOA","A0A1V0E3Q5"
"1433","HLA-DOA","A0A1V0E3R6"
"1434","HLA-DOA","A0A1V0E3P1"
"1435","HLA-DOA","A0A1V0E3M7"
"1436","HLA-DOA","A0A1V0E3P9"
"1437","HLA-DOA","A0A1V0E3P0"
"1438","HLA-DOA","A0A1V0E3P6"
"1439","HLA-DOA","A0A1V0E3Q2"
"1440","HLA-DOA","A0A140T9P4"
"1441","HLA-DOA","A0A1V0E3S0"
"1442","HLA-DOA","A0A1V0E3T1"
"1443","HLA-DOA","A0A1V0E3S7"
"1444","HLA-DOA","A0A1V0E3Q6"
"1445","IGHV1-69-2","A0A0G2JMI3"
"1446","BAG1","Q99933"
"1447","BAG1","A0A0U1RQD7"
"1448","BAG1","C9J9Y9"
"1449","BAG1","C9JYK5"
"1450","BAG1","F1LLU6"
"1451","BAG1","J3QTA2"
"1452","BAG1","A0A0U1RR89"
"1453","NRM","Q8IXM6"
"1454","CCNJL","Q8IV13"
"1455","CCNJL","B4DZA8"
"1456","CCNJL","A0A2R8Y754"
"1457","CCNJL","F6RF56"
"1458","CCNJL","A0A2R8YFU1"
"1459","CCNJL","A0A2R8Y7P8"
"1460","CCNJL","E7EN43"
"1461","CCNJL","E5RFJ6"
"1462","RIOK1","Q9BRS2"
"1463","RIOK1","E9PFQ8"
"1464","KRT18P54",""
"1465","SIDT2","C9JBG5"
"1466","SIDT2","Q8NBJ9"
"1467","SIDT2","G3V172"
"1468","SIDT2","H0YEI3"
"1469","SIDT2","F5H8L4"
"1470","SIDT2","E9PME7"
"1471","SIDT2","E9PPN9"
"1472","SIDT2","E9PMC3"
"1473","KLF3","P57682"
"1474","KLF3","A0A024R9T8"
"1475","TARS2P1",""
"1476","SERPINA1","P01009"
"1477","SERPINA1","G3V387"
"1478","SERPINA1","G3V4I7"
"1479","SERPINA1","E9KL23"
"1480","SERPINA1","A0A0B4J278"
"1481","SERPINA1","G3V544"
"1482","SERPINA1","A0A024R6I7"
"1483","SERPINA1","G3V5R8"
"1484","SERPINA1","A0A0G2JRN3"
"1485","SERPINA1","G3V2B9"
"1486","RIDA","P52758"
"1487","RIDA","A0A024R9H2"
"1488","RIDA","E5RIP8"
"1489","CTSF","Q9UBX1"
"1490","CTSF","E9PSC2"
"1491","LINC00613",""
"1492","IFFO2","Q5TF58"
"1493","IFFO2","J3KNZ4"
"1494","ZNF302","B4DMN2"
"1495","ZNF302","D6RAM0"
"1496","ZNF302","D6R9Q0"
"1497","ZNF302","A0A087WYF4"
"1498","ZNF302","E7EVR1"
"1499","ZNF302","V9GYY2"
"1500","ZNF302","A0A0D9SFG5"
"1501","ZNF302","D6RA23"
"1502","TERF1P3",""
"1503","LINC02510",""
"1504","USP37","Q86W68"
"1505","USP37","Q86T82"
"1506","CTSA","P10619"
"1507","CTSA","Q5JZH0"
"1508","CTSA","X6R8A1"
"1509","CTSA","U3KQF1"
"1510","CTSA","X6R5C5"
"1511","CTSA","U3KQ41"
"1512","CTSA","U3KQU6"
"1513","KLF3-AS1",""
"1514","VPS26B","Q4G0F5"
"1515","VPS26B","A0A024R3L9"
"1516","VPS26B","A0A0D9SFQ6"
"1517","LINC02511",""
"1518","SERF1AP1",""
"1519","TRPM3","G5E9G1"
"1520","TRPM3","A2A3F4"
"1521","TRPM3","H7BYP1"
"1522","TRPM3","Q504Y1"
"1523","TRPM3","A2A3F7"
"1524","TRPM3","E9PBI7"
"1525","TRPM3","A2A3F3"
"1526","TRPM3","Q4VXD4"
"1527","TRPM3","H0Y3D4"
"1528","IGHV1-69D","A0A0B4J2H0"
"1529","PTBP3","O95758"
"1530","PTBP3","X6R242"
"1531","PTBP3","A0A024R163"
"1532","PTBP3","B1ALY4"
"1533","IGHV2-70","P01814"
"1534","IGHV2-70","A0A0J9YVU5"
"1535","LINC02438",""
"1536","ALKBH8","Q96BT7"
"1537","ALKBH8","C9JQN2"
"1538","IGHV3-71",""
"1539","RPL37P2",""
"1540","IGHV3-72","A0A0B4J1Y9"
"1541","RDH10-AS1",""
"1542","UNC93B5",""
"1543","CLDN17","P56750"
"1544","OR7E108P",""
"1545","CCL2","P13500"
"1546","CCL2","J3KRT7"
"1547","IGHV4-80",""
"1548","IGHVIII-76-1",""
"1549","IGHV3-73","A0A0B4J1V6"
"1550","TAS2R2P",""
"1551","UBR4","Q5T4S7"
"1552","UBR4","A0A0A0MSW0"
"1553","UBR4","X6RE05"
"1554","UBR4","Q5TBN9"
"1555","UBR4","X6R960"
"1556","IGHV7-81","A0A0B4J1V7"
"1557","IGHV3-74","A0A0B4J1X5"
"1558","IGHV5-78",""
"1559","IGHV3-79",""
"1560","IGHV3-75",""
"1561","IGHV3-76",""
"1562","IGHVII-74-1",""
"1563","IGHVII-78-1",""
"1564","OR7E145P",""
"1565","OR7E11P",""
"1566","LINC02066",""
"1567","LINC00307",""
"1568","UBE2H","A0A3B3IU20"
"1569","UBE2H","P62256"
"1570","UBE2H","A4D1L5"
"1571","UBE2H","C9J8Q9"
"1572","UBE2H","C9JZG9"
"1573","UBE2H","C9JZY6"
"1574","UBE2H","H7C4M9"
"1575","CLDN8","P56748"
"1576","CLDN8","A0A0K0K1I9"
"1577","LINC01455",""
"1578","RPL8P2",""
"1579","C11orf58","O00193"
"1580","C11orf58","E9PM92"
"1581","C11orf58","E9PQA1"
"1582","C11orf58","E9PRZ9"
"1583","LINC02064",""
"1584","NCAPD3","P42695"
"1585","NCAPD3","G3V1A9"
"1586","NCAPD3","E9PKK4"
"1587","NCAPD3","E9PJ63"
"1588","NCAPD3","E9PL84"
"1589","NCAPD3","E9PL95"
"1590","NCAPD3","E9PJM8"
"1591","NCAPD3","E9PLE0"
"1592","NCAPD3","E9PQA3"
"1593","NCAPD3","E9PR72"
"1594","SLC35E4","Q6ICL7"
"1595","SLC35E4","H7C3S2"
"1596","KIF1B","O60333"
"1597","KIF1B","Q4R9M9"
"1598","KIF1B","A0A087WWA3"
